-2.68, 57.1
-2.68, 25.9
-2.68, 11.9
-2.63, 39.9
1.80, 75.1
1.84, 83.1
10.0, 55.2
10.1, 87.5
10.1, 37.7
10.1, 16.3
32.9, 143
32.9, 130
32.9, 96.9
32.9, 62.5
33.0, 21.6
63.9, 86.7
63.9, 69.8
63.9, 120
63.9, 7.40
