-3.00, 19.8
-2.98, 6.09
1.97, 79.6
2.03, 72.7
11.3, 57.1
11.3, 80.1
11.4, 34.4
11.4, 13.9
37.2, 129
37.2, 123
37.3, 78.3
37.3, 62.7
37.4, 17.4
72.7, 37.9
72.7, 53.5
72.8, 33.5
72.8, 2.78
