O'Neill2002-control,,O'Neill2002-burned,
DOY,Rs,DOY,Rs
144,0.285510131,144,0.240141802
149,0.318050323,149,0.385590646
156,0.451510903,156,0.230744774
163,0.759361219,163,0.491216058
171,0.812225468,171,0.453359926
184,0.710129909,177,0.429497335
177,0.958731206,184,0.454086947
191,1.071410357,191,0.662133451
207,1.761818987,207,0.915044793
212,1.243961379,212,0.812509766
229,1.480797944,229,0.517093692
238,1.382501346,238,0.495415422
mean,0.936334098,mean,0.507236218
