control,,fire,
month,Rs,month,Rs
4,3.293413174,5,91.91616766
5,64.97005988,5,94.31137725
5,47.00598802,6,121.257485
5,55.98802395,7,179.3413174
6,94.91017964,7,151.7964072
6,160.7784431,8,105.0898204
7,172.754491,mean,123.9520958
8,172.1556886,,
8,159.5808383,,
9,130.239521,,
9,123.0538922,,
mean,107.7027763,,
