control,,fire,
month,CH4,month,CH4
4,0.137657733,5,2.008030034
5,-1.019006153,5,3.062884555
5,-0.083559287,6,0.864271561
5,0.969339869,7,-13.06523099
6,-0.065178851,7,-8.978386693
6,-4.936385442,8,-4.900928147
7,-7.948169778,9,-6.972442382
7,3.115809782,mean,-3.997400295
8,3.122849098,,
9,-4.939383669,,
9,-9.92400146,,
mean,-1.960911651,,
